Order in Doc + additions,DirectoryTitle,DirectoryYear,TenantLastName,TenantFirstName,ProfessionalAddress,
1722,City Directory,1920,Harting,George W.,51 W. 10th,
1723,City Directory,1920,Ivory,P V E,51 W. 10th,
1724,City Directory,1920,Jacobs,Leonobel,51 W. 10th,
1725,City Directory,1920,Lentelli,Leo,51 W. 10th,
1726,City Directory,1920,Smith,H. A. Hammond,51 W. 10th,
1727,City Directory,1920,Weldon,Charles D,51 W. 10th,
1728,City Directory,1920,Yewell,George H.,51 W. 10th,
1729,"Henry Downing Jacobs. ""Cooperative Purchase Keeps Tenth Street Studios as Shrine to Art"" The Sun and New York Herald (New York), June 20, 1920.
",1920,Yewell,George H.,57 W. 10th,
1730,"Henry Downing Jacobs. ""Cooperative Purchase Keeps Tenth Street Studios as Shrine to Art"" The Sun and New York Herald (New York), June 20, 1920.
",1920,Dielman,Frederick,51 W. 10th,
1731,"Henry Downing Jacobs. ""Cooperative Purchase Keeps Tenth Street Studios as Shrine to Art"" The Sun and New York Herald (New York), June 20, 1920.
",1920,Weldon,C. D.,51 W. 10th,
1732,"Henry Downing Jacobs. ""Cooperative Purchase Keeps Tenth Street Studios as Shrine to Art"" The Sun and New York Herald (New York), June 20, 1920.
",1920,Brown,J. Francis,51 W. 10th,
1733,"Henry Downing Jacobs. ""Cooperative Purchase Keeps Tenth Street Studios as Shrine to Art"" The Sun and New York Herald (New York), June 20, 1920.
",1920,Gibran,Kahlil,51 W. 10th,
1734,"Henry Downing Jacobs. ""Cooperative Purchase Keeps Tenth Street Studios as Shrine to Art"" The Sun and New York Herald (New York), June 20, 1920.
",1920,Fromkes,Maurice,51 W. 10th,
1735,"Henry Downing Jacobs. ""Cooperative Purchase Keeps Tenth Street Studios as Shrine to Art"" The Sun and New York Herald (New York), June 20, 1920.
",1920,Perritt,Galen,51 W. 10th,
1736,"Henry Downing Jacobs. ""Cooperative Purchase Keeps Tenth Street Studios as Shrine to Art"" The Sun and New York Herald (New York), June 20, 1920.
",1920,Chesno,Jacques,51 W. 10th,
1737,"Henry Downing Jacobs. ""Cooperative Purchase Keeps Tenth Street Studios as Shrine to Art"" The Sun and New York Herald (New York), June 20, 1920.
",1920,Perry,R. Hinton,51 W. 10th,
1738,"Henry Downing Jacobs. ""Cooperative Purchase Keeps Tenth Street Studios as Shrine to Art"" The Sun and New York Herald (New York), June 20, 1920.
",1920,Lentelli,Leo,51 W. 10th,
1739,"Henry Downing Jacobs. ""Cooperative Purchase Keeps Tenth Street Studios as Shrine to Art"" The Sun and New York Herald (New York), June 20, 1920.
",1920,Calder,Alexander Stirling,51 W. 10th,
1740,"Henry Downing Jacobs. ""Cooperative Purchase Keeps Tenth Street Studios as Shrine to Art"" The Sun and New York Herald (New York), June 20, 1920.
",1920,Dodge,William de Leftwich,51 W. 10th,
1741,"Henry Downing Jacobs. ""Cooperative Purchase Keeps Tenth Street Studios as Shrine to Art"" The Sun and New York Herald (New York), June 20, 1920.
",1920,Ellerhusen,Ulric,51 W. 10th,
1742,"Henry Downing Jacobs. ""Cooperative Purchase Keeps Tenth Street Studios as Shrine to Art"" The Sun and New York Herald (New York), June 20, 1920.
",1920,Wenzell,A. B.,57 W. 10th,
1743,"Henry Downing Jacobs. ""Cooperative Purchase Keeps Tenth Street Studios as Shrine to Art"" The Sun and New York Herald (New York), June 20, 1920.
",1920,Ker,Balfour,51 W. 10th,
1744,"Henry Downing Jacobs. ""Cooperative Purchase Keeps Tenth Street Studios as Shrine to Art"" The Sun and New York Herald (New York), June 20, 1920.
",1920,Foster,Will H.,51 W. 10th,
1745,"Henry Downing Jacobs. ""Cooperative Purchase Keeps Tenth Street Studios as Shrine to Art"" The Sun and New York Herald (New York), June 20, 1920.
",1920,Ivory,P. Van E.,51 W. 10th,
1746,"Society of Independent Artists, Exhibition Record 1917-1944",1921,Chesno,Jacques,51 W. 10th,
1747,Annual Report of the Officers and Committees of the Architectural League of New York,1920-1921,Calder,A. Stirling,51 W. 10th,
1748,Annual Report of the Officers and Committees of the Architectural League of New York,1920-1921,Ellerhusen,Ulric Henry,51 W. 10th,
1749,Annual Report of the Officers and Committees of the Architectural League of New York,1920-1921,Lentelli,Leo,51 W. 10th,
1750,Annual Report of the Officers and Committees of the Architectural League of New York,1920-1921,Schlesinger,Louis,51 W. 10th,
1751,Annual Report of the Officers and Committees of the Architectural League of New York,1920-1921,Shean,Charles M.,51 W. 10th,
1752,"The Annual exhibition record of the National Academy of Design, 1901-1950",1922,Chesno,Jacques R.,51 W. 10th,
1753,"The Annual exhibition record of the National Academy of Design, 1901-1950",1922,Ellerhusen,Ulric. H.,51 W. 10th,
1754,Trow's,1922,Amsden,William K.,51 W. 10th,
1755,Trow's,1922,Barkentin,William,51 W. 10th,
1756,Trow's,1922,Brown,James Francis,51 W. 10th,
1757,Trow's,1922,Chesno,Jacques,51 W. 10th,
1758,Trow's,1922,Cimiotti,Gustave,51 W. 10th,
1759,Trow's,1922,Dielman,Frederick,51 W. 10th,
1760,Trow's,1922,Duer,Douglass,51 W. 10th,
1761,Trow's,1922,Ellerhusen,Ulric H,51 W. 10th,
1762,Trow's,1922,Foster,Will F.,51 W. 10th,
1763,Trow's,1922,Ivory,P. VanEmon,51 W. 10th,
1764,Trow's,1922,Harting,George W. ,Tenth Street Studios,
1765,Trow's,1922,Jacobs,Leonebel,51 W. 10th,
1766,Trow's,1922,Lentelli,Leo,51 W. 10th,
1767,Trow's,1922,Perry,Roland Hinton,51 W. 10th,
1768,Trow's,1922,Schlesigner,Louis,51 W. 10th,
1769,Trow's,1922,Shean,Charles M.,51 W. 10th,
1770,Trow's,1922,Smith,H. A. Hammond,51 W. 10th,
1771,Trow's,1922,Tompkins,Van Bleeck,51 W. 10th,
1772,Trow's,1922,Weldon,Charles D,51 W. 10th,
1773,Trow's,1922,Williams,Jno,51 W. 10th,
1774,Trow's,1922,Yewell,George H.,51 W. 10th,
1775,New York City Directory (ancestry.com),1922,Kotz,Eleanor W.,51 W. 10th,
1776,"Society of Independent Artists, Exhibition Record 1917-1944",1923,Bauch,Stan (Solomon Stan),51 W. 10th,
1777,"Society of Independent Artists, Exhibition Record 1917-1944",1923,Shean,Charles,51 W. 10th,
1778,"The Annual exhibition record of the National Academy of Design, 1901-1950",1923,Ellerhusen,Ulric H.,51 W. 10th,
1779,"The Annual exhibition record of the National Academy of Design, 1901-1950",1923,Weldon,Charles Dater,51 W. 10th,
1780,"The Annual exhibition record of the National Academy of Design, 1901-1950",1923,Perrett,Galen,51 W. 10th,
1781,American Art Directory,1923-1924,Brown,James Francis,51 W. 10th,
1782,American Art Directory,1923-1924,Chesno,Jacques,51 W. 10th,
1783,American Art Directory,1923-1924,Cimiotti,Gustave,51 W. 10th,
1784,American Art Directory,1923-1924,Duer,Douglas,51 W. 10th,
1785,American Art Directory,1923-1924,Ellerhusen,Ulric H.,51 W. 10th,
1786,American Art Directory,1923-1924,Fromkes,Maurice,51 W. 10th,
1787,American Art Directory,1923-1924,Harting,George W.,51 W. 10th,
1788,American Art Directory,1923-1924,Heber,Carl Augustus,51 W. 10th,
1789,American Art Directory,1923-1924,Hirsch,Alice,51 W. 10th,
1790,American Art Directory,1923-1924,Ivory,P. V. E.,51 W. 10th,
1791,American Art Directory,1923-1924,Jacobs,Leonebel,51 W. 10th,
1792,American Art Directory,1923-1924,Leich,Chester,51 W. 10th,
1793,American Art Directory,1923-1924,Lentelli,Leo,51 W. 10th,
1794,American Art Directory,1923-1924,Perrett,Galen Joseph,51 W. 10th,
1795,American Art Directory,1923-1924,Perry,Roland Hinton,51 W. 10th,
1796,American Art Directory,1923-1924,Schlesinger,Louis,51 W. 10th,
1797,American Art Directory,1923-1924,Shean,Charles M.,51 W. 10th,
1798,American Art Directory,1923-1924,Smith,H. A. Hammond,51 W. 10th,
1799,American Art Directory,1923-1924,Stevens,William Dodge,51 W. 10th,
1800,American Art Directory,1923-1924,Ten Eyck,John Adams,51 W. 10th,
1801,American Art Directory,1923-1924,Tompkins,Van Veet,51 W. 10th,
1802,American Art Directory,1923-1924,Weldon,Charles Dater,51 W. 10th,
1803,American Art Directory,1923-1924,Williams,John Alonzo,51 W. 10th,
1804,American Art Directory,1924-1925,Smith,H. A. Hammond,51 W. 10th,
1805,"The Annual exhibition record of the National Academy of Design, 1901-1950",1924,Ellerhusen,Ulric H.,51 W. 10th,
1806,"The Annual exhibition record of the National Academy of Design, 1901-1950",1925,MacDermott,Stewart Sinclair,51 W. 10th,
1807,"The Annual exhibition record of the National Academy of Design, 1901-1950",1925,Aylward,William James,51 W. 10th,
1808,"The Annual exhibition record of the National Academy of Design, 1901-1950",1925,Ellerhusen,Ulric H.,51 W. 10th,
1809,"The Annual exhibition record of the National Academy of Design, 1901-1950",1925,Fromkes,Maurice,51 W. 10th,
1810,American Art Directory (Who's Who in American Art),1925,Aylward,William James,51 W. 10th,
1811,American Art Directory (Who's Who in American Art),1925,Brown,James Francis,51 W. 10th,
1812,American Art Directory (Who's Who in American Art),1925,Cimiotti,Gustave,51 W. 10th,
1813,American Art Directory (Who's Who in American Art),1925,Duer,Douglas,51 W. 10th,
1814,American Art Directory (Who's Who in American Art),1925,Ellerhusen,Ulric Henry,51 W. 10th,
1815,American Art Directory (Who's Who in American Art),1925,Fromkes,Maurice,51 W. 10th,
1816,American Art Directory (Who's Who in American Art),1925,Harting,George W.,51 W. 10th,
1817,American Art Directory (Who's Who in American Art),1925,Hirsh ,Alice,51 W. 10th,
1818,American Art Directory (Who's Who in American Art),1925,Ivory,P. V. E.,51 W. 10th,
1819,American Art Directory (Who's Who in American Art),1925,Jacobs,Leonebel,51 W. 10th,
1820,American Art Directory (Who's Who in American Art),1925,Lentelli,Leo,51 W. 10th,
1821,American Art Directory (Who's Who in American Art),1925,MacDermott,Stewart Sinclair,51 W. 10th,
1822,American Art Directory (Who's Who in American Art),1925,Perrett,Galen Joseph,51 W. 10th,
1823,American Art Directory (Who's Who in American Art),1925,Perry,Roland Hinton,51 W. 10th,
1824,American Art Directory (Who's Who in American Art),1925,Schlessinger,Louis,51 W. 10th,
1825,American Art Directory (Who's Who in American Art),1925,Simmons,Will,51 W. 10th,
1826,American Art Directory (Who's Who in American Art),1925,Smith,H. A. Hammond,51 W. 10th,
1827,American Art Directory (Who's Who in American Art),1925,Stevens,William Dodge,51 W. 10th,
1828,American Art Directory (Who's Who in American Art),1925,Ten Eyck,John Adams,51 W. 10th,
1829,American Art Directory (Who's Who in American Art),1925,Tompkins,Van Veet,51 W. 10th,
1830,American Art Directory (Who's Who in American Art),1925,Weldon,Charles Dater,51 W. 10th,
1831,American Art Directory (Who's Who in American Art),1925,Williams,John Alonzo,51 W. 10th,
1832,New York City Directory,1925,Kotz,Eleanor W.,51 W. 10th,
1833,New York City Directory,1925,Harding,George W.,51 W. 10th,
1834,New York City Directory,1925,Hirsh ,Alice,51 W. 10th,
1835,New York City Directory,1925,Jacobs,Leonebel,51 W. 10th,
1836,New York City Directory,1925,Dielman,Frederick,51 W. 10th,
1837,New York City Directory,1925,Chesno,Jacques,51 W. 10th,
1838,New York City Directory,1925,Williams,John A. ,51 W. 10th,
1839,New York City Directory,1925,Cimiotti,Gustave,51 W. 10th,
1840,New York City Directory,1925,Perry,Roland H,51 W. 10th,
1841,New York City Directory (Ancestry),1925,Tomkins,F VanVleet,51 W 10th,
1842,New York City Directory (Ancestry),1925,Ten Eyck,John A. 3d,51 W 10th,
1843,New York City Directory (Ancestry),1925,Stevens,Dalton,51 W 10th,
1844,New York City Directory (Ancestry),1925,Thrasher,Leslie M.,51 W 10th,
1845,New York City Directory (Ancestry),1925,Smith,Hammond H. A.,51 W 10th,
1846,Society of Independent Artists,1926,Ten Eyck,John Adams,51 W. 10th,
1847,Society of Independent Artists,1926,Kotz,Mary Whittlesey,51 W. 10th,
1848,"The Annual exhibition record of the National Academy of Design, 1901-1950",1926,Hutchinson,F(rederick) W.,51 W. 10th,
1849,"The Annual exhibition record of the National Academy of Design, 1901-1950",1926,Leake,Gerald,51 W. 10th,
1850,"The Annual exhibition record of the National Academy of Design, 1901-1950",1926,Perrett,Galen Joseph,51 W. 10th,
1851,"The Annual exhibition record of the National Academy of Design, 1901-1950",1926,Miller,Helena W.,51 W. 10th,
1852,American Art Directory (Who's Who in American Art),1927,Aylward,William James,51 W. 10th,
1853,American Art Directory (Who's Who in American Art),1927,Brown,James Francis,51 W. 10th,
1854,American Art Directory (Who's Who in American Art),1927,Cimiotti,Gustave,51 W. 10th,
1855,American Art Directory (Who's Who in American Art),1927,Duer,Douglas,51 W. 10th,
1856,American Art Directory (Who's Who in American Art),1927,Ellerhusen,Ulric Henry,51 W. 10th,
1857,American Art Directory (Who's Who in American Art),1927,Fromkes,Maurice,51 W. 10th,
1858,American Art Directory (Who's Who in American Art),1927,Harting,George W.,51 W. 10th,
1859,American Art Directory (Who's Who in American Art),1927,Ivory,P. V. E.,51 W. 10th,
1860,American Art Directory (Who's Who in American Art),1927,Jacobs,Leonebel,51 W. 10th,
1861,American Art Directory (Who's Who in American Art),1927,Leake,Gerald,51 W. 10th,
1862,American Art Directory (Who's Who in American Art),1927,Lentelli,Leo,51 W. 10th,
1863,American Art Directory (Who's Who in American Art),1927,MacDermott,Stewart Sinclair,51 W. 10th,
1864,American Art Directory (Who's Who in American Art),1927,Perrett,Galen Joseph,51 W. 10th,
1865,American Art Directory (Who's Who in American Art),1927,Perry,Roland Hinton,51 W. 10th,
1866,American Art Directory (Who's Who in American Art),1927,Schlessinger,Louis,51 W. 10th,
1867,American Art Directory (Who's Who in American Art),1927,Stevens,Edward Dalton,51 W. 10th,
1868,American Art Directory (Who's Who in American Art),1927,Stevens,William Dodge,51 W. 10th,
1869,American Art Directory (Who's Who in American Art),1927,Ten Eyck,John Adams,51 W. 10th,
1870,American Art Directory (Who's Who in American Art),1927,Weldon,Charles Dater,51 W. 10th,
1871,"The Annual exhibition record of the National Academy of Design, 1901-1950",1927,Goldwaithe,Anne W.,51 W. 10th,
1872,"The Annual exhibition record of the National Academy of Design, 1901-1950",1927,Potter,William J.,51 W. 10th,
1873,The Annual exhibition record of the Pennsylvania Academy of the Fine Arts ,1927,Potter,William J.,51 W. 10th,
1874,"The Annual exhibition record of the National Academy of Design, 1901-1950",1927,MacDermott,Stewart Sinclair,51 W. 10th,
1875,"The Annual exhibition record of the National Academy of Design, 1901-1950",1928,Dielman,Frederick,51 W. 10th,
1876,"The Annual exhibition record of the National Academy of Design, 1901-1950",1928,Rolshoven,Julius,51 W. 10th,
1877,"The Annual exhibition record of the National Academy of Design, 1901-1950",1928,Winter,Andrew,51 W. 10th,
1878,"The Annual exhibition record of the National Academy of Design, 1901-1950",1928,Rolshoven,Julius,51 W. 10th,
1879,"The Annual exhibition record of the National Academy of Design, 1901-1950",1928,Winter,Andrew,51 W. 10th,
1880,Society of Independent Artists,1929,Lahey,Richard,51 W. 10th,
1881,American Art Directory (Who's Who in American Art),1929,Aylward,William James,51 W. 10th,
1882,American Art Directory (Who's Who in American Art),1929,Brown,James Francis,51 W. 10th,
1883,American Art Directory (Who's Who in American Art),1929,Cimiotti,Gustave,51 W. 10th,
1884,American Art Directory (Who's Who in American Art),1929,Fromkes,Maurice,51 W. 10th,
1885,American Art Directory (Who's Who in American Art),1929,Hagen,Louise,51 W. 10th,
1886,American Art Directory (Who's Who in American Art),1929,Harting,George W.,51 W. 10th,
1887,American Art Directory (Who's Who in American Art),1929,Ivory,P. V. E.,51 W. 10th,
1888,American Art Directory (Who's Who in American Art),1929,Jacobs,Leonebel,51 W. 10th,
1889,American Art Directory (Who's Who in American Art),1929,Leake,Gerald,51 W. 10th,
1890,American Art Directory (Who's Who in American Art),1929,Lentelli,Leo,51 W. 10th,
1891,American Art Directory (Who's Who in American Art),1929,MacDermott,Stewart Sinclair,51 W. 10th,
1892,American Art Directory (Who's Who in American Art),1929,Perrett,Galen Joseph,51 W. 10th,
1893,American Art Directory (Who's Who in American Art),1929,Perry,Roland Hinton,51 W. 10th,
1894,American Art Directory (Who's Who in American Art),1929,Stevens,Edward Dalton,51 W. 10th,
1895,American Art Directory (Who's Who in American Art),1929,Stevens,William Dodge,51 W. 10th,
1896,American Art Directory (Who's Who in American Art),1929,Ten Eyck,John Adams,51 W. 10th,
1897,American Art Directory (Who's Who in American Art),1929,Weber,Max,,
1898,American Art Directory (Who's Who in American Art),1929,Weldon,Charles Dater,51 W. 10th,
1899,Who's Who in New York City and State,1929,Dielman,Frederick,51 W. 10th,
1900,Who's Who in New York City and State,1929,Perrett,Galen,51 W. 10th,
1901,Who's Who in New York City and State,1929,Perry,Roland Hinton,51 W. 10th,
1902,Who's Who in New York City and State,1929,Williams,John Alonzo,51 W. 10th,
1903,Who's Who in New York City and State,1929,Ten Eyck,John Adams,51 W. 10th,
1904,"The Annual exhibition record of the National Academy of Design, 1901-1950",1929,Winter,Andrew,51 W. 10th,
1905,The Annual exhibition record of the Pennsylvania Academy of the Fine Arts,1918,Quinlan,Will J.,51 W. 10th,
1906,The Annual exhibition record of the Pennsylvania Academy of the Fine Arts,1929,Lahey,Richard,51 W. 10th,
1907,The Annual exhibition record of the Pennsylvania Academy of the Fine Arts,1930,MacDermott,Stewart S.,51 W. 10th,
1908,The Annual exhibition record of the Pennsylvania Academy of the Fine Arts,1918,Weir,J. Alden,51 W. 10th,
1909,The Annual exhibition record of the Pennsylvania Academy of the Fine Arts,1929,Lentelli,Leo,51 W. 10th,
1910,The Annual exhibition record of the Pennsylvania Academy of the Fine Arts,1930,Tait,Agnes,51 W. 10th,
1911,The Annual exhibition record of the Pennsylvania Academy of the Fine Arts,1929,Winter,Andrew,51 W. 10th,
1912,The Annual exhibition record of the Pennsylvania Academy of the Fine Arts,1930,Winter,Andrew,51 W. 10th,
1913,"The Annual Exhibition Record of the National Acadmey of Design, 1901-1950",1930,Rolshoven,Julius,51 W. 10th,
1914,"Special Exhibition of Members of the National Academy of Design
",1930,Dielman,Frederick,51 W. 10th,
1915,"Special Exhibition of Members of the National Academy of Design
",1930,Weldon,C. D. ,51 W. 10th,
1916,Society of Independent Artists,1930,Aylward,William,51 W. 10th,
1917,"The Annual Exhibition Record of the National Acadmey of Design, 1901-1950",1930,Hudson,Eric,51 W. 10th,
1918,"The Annual Exhibition Record of the National Acadmey of Design, 1901-1950",1930,Jacobs,Leonebel,51 W. 10th,
1919,"The Annual Exhibition Record of the National Acadmey of Design, 1901-1950",1930,Weldon,Charles Dater,51 W. 10th,
1920,"The Annual Exhibition Record of the National Acadmey of Design, 1901-1950",1930,Lentelli,Leo,51 W. 10th,p.155
1921,New York City Directory,1931,Carey,Jeremiah,51 W 10,414
1922,New York City Directory,1931,Hallock,Sarah H.,51 W 10,451
1923,New York City Directory,1931,Hirsh,Alice,51 W 10,
1924,American Art Directory (Who's Who in American Art),1931,Aylward,William James,51 W. 10th,
1925,American Art Directory (Who's Who in American Art),1931,Brown,James Francis,51 W. 10th,
1926,American Art Directory (Who's Who in American Art),1931,Cimiotti,Gustave,51 W. 10th,
1927,American Art Directory (Who's Who in American Art),1931,Dielman,Frederick,51 W. 10th,
1928,American Art Directory (Who's Who in American Art),1931,Ellerhusen,Mrs. Florence,51 West 10th,
1929,American Art Directory (Who's Who in American Art),1931,Harting,George W.,51 West 10th,
1930,American Art Directory (Who's Who in American Art),1931,Hudson,Eric,51 West 10th,
1931,American Art Directory (Who's Who in American Art),1931,Ivory,P. V. E.,51 West 10th,
1932,American Art Directory (Who's Who in American Art),1931,Lentelli,Leo,51 West 10th,
1933,American Art Directory (Who's Who in American Art),1931,MacDermott,Stewart Sinclair,51 West 10th,
1934,American Art Directory (Who's Who in American Art),1931,Perry,Roland Hinton,51 West 10th,
1935,American Art Directory (Who's Who in American Art),1931,Stevens,Edward Dalton,51 West 10th,
1936,American Art Directory (Who's Who in American Art),1931,Stevens,William Dodge,51 West 10th,
1937,American Art Directory (Who's Who in American Art),1931,Ten Eyck,John Adams,51 West 10th,
1938,American Art Directory (Who's Who in American Art),1931,Thrasher,Leslie,51 West 10th,
1939,American Art Directory (Who's Who in American Art),1931,Weber,Max,51 West 10th,
1940,American Art Directory (Who's Who in American Art),1931,Weldon,Charles Dater,51 West 10th,
1941,American Art Directory (Who's Who in American Art),1931,Winter,Andrew,51 West 10th,
1942,"The Annual Exhibition Record of the National Acadmey of Design, 1901-1950",1931,Lentelli,Leo,51 W. 10th,
1943,The Annual exhibition record of the Pennsylvania Academy of the Fine Arts,1931,Hudson,Eric,51 W. 10th,
1944,"The Annual Exhibition Record of the National Acadmey of Design, 1901-1950",1931,Winter,Andrew,51 W. 10th,
1945,The Annual exhibition record of the Pennsylvania Academy of the Fine Arts,1932,Hudson,Eric,51 W. 10th,
1946,American Art Directory (Who's Who in American Art),1932,Harting,George W.,51 West 10th,
1947,American Art Directory (Who's Who in American Art),1932,Stevens,Edward Dalton,51 West 10th,
1948,"The Annual exhibition record of the National Academy of Design, 1901-1950",1932,Cimiotti,Gustave,51 W. 10th,
1949,"The Annual exhibition record of the National Academy of Design, 1901-1950",1932,Lentelli,Leo,51 W. 10th,
1950,"The Annual exhibition record of the National Academy of Design, 1901-1950",1932,Winter ,Andrew,51 W. 10th,
1951,The Annual exhibition record of the Pennsylvania Academy of the Fine Arts,1932,MacDermott,Stewart S.,51 W. 10th,
1952,The Annual exhibition record of the Pennsylvania Academy of the Fine Arts,1932,Weber,Max,51 W. 10th,
1953,"The Annual Exhibition Record of the National Acadmey of Design, 1901-1950",1932,Hudson,Eric,51 W. 10th,
1954,City Directory,1932,Brown,James Francis,51 W. 10th,
1955,City Directory,1932,Foster,Will,51 W. 10th,
1956,City Directory,1932,Harting,G W,51 W. 10th,
1957,City Directory,1933,Amsden,William K,51 W. 10th,
1958,City Directory,1933,Ashley,Geo,51 W. 10th,
1959,City Directory,1933,Aylward,Wm,51 W. 10th,
1960,City Directory,1933,Balmer,Clinton,51 W. 10th,
1961,City Directory,1933,Bill,Virginia,51 W. 10th,
1962,City Directory,1933,Brown,Jas F.,51 W. 10th,
1963,City Directory,1933,Chesno,Jacques,51 W. 10th,
1964,City Directory,1933,Cimmioti,Gustave,51 W. 10th,
1965,City Directory,1933,Dielman,Frederick,51 W. 10th,
1966,City Directory,1933,Eisner,Dorothy,51 W. 10th,
1967,City Directory,1933,Ellerhusen,W. Henry,51 W. 10th,
1968,City Directory,1933,Fillmore,John L.,51 W. 10th,
1969,City Directory,1933,Hager,V. Mitchell,51 W. 10th,
1970,City Directory,1933,Hirsh,Alice,51 W. 10th,
1971,City Directory,1933,Hudson,Eric,51 W. 10th,
1972,City Directory,1933,Littleton,G E,51 W. 10th,
1973,City Directory,1933,McDermott,Stewart,51 W. 10th,
1974,City Directory,1933,Miller,Cicely,51 W. 10th,
1975,City Directory,1933,Mulvaney,Gertrude Mrs,51 W. 10th,
1976,City Directory,1933,Perry,Roland H,51 W. 10th,
1977,City Directory,1933,Redmond,Alec,51 W. 10th,
1978,City Directory,1933,Schlesinger,Louis,51 W. 10th,
1979,City Directory,1933,Stevens,Dalton,51 W. 10th,
1980,City Directory,1933,Stevens,W D,51 W. 10th,
1981,City Directory,1933,Thompson,Woodman,51 W. 10th,
1982,City Directory,1933,Wells,Mabel Mrs,51 W. 10th,
1983,City Directory,1933,Winter ,Andrew,51 W. 10th,
1984,City Directory,1933,Aylward,Wm J,51 W. 10th,
1985,American Art Directory (Who's Who in American Art),1933,Cimiotti,Gustavo,51 W. 10th,
1986,American Art Directory (Who's Who in American Art),1933,Dielman,Frederick,51 West 10th,
1987,American Art Directory (Who's Who in American Art),1933,Ellerhusen,Mrs. Florence Cooney,51 West 10th,
1988,American Art Directory (Who's Who in American Art),1933,Lentelli,Leo,51 West 10th,
1989,The Annual exhibition record of the Pennsylvania Academy of the Fine Arts,1933,Lentelli,Leo,51 W. 10th,
1990,American Art Directory (Who's Who in American Art),1933,Perry,Roland Hinton,51 West 10th,
1991,American Art Directory (Who's Who in American Art),1933,Stevens,William Dodge,51 West 10th,
1992,American Art Directory (Who's Who in American Art),1933,Weldon,Charles Dater,51 West 10th,
1993,"The Annual Exhibition Record of the National Acadmey of Design, 1901-1950",1933,Chesno,Jacques,51 W. 10th,
1994,"Public Works of Art Project Report of the Assistant Secretary of the Treasury To Federal Emergency Relief Administrator + DECEMBER 8, 1933-JUNE 30, 1934",1934,Mortelitto,Domenico,51 West 10th,
1995,"Public Works of Art Project Report of the Assistant Secretary of the Treasury To Federal Emergency Relief Administrator + DECEMBER 8, 1933-JUNE 30, 1934",1934,Lentelli,Leo,51 West 10th,
1996,"The Annual exhibition record of the National Academy of Design, 1901-1950",1934,Ellerhusen,Florence Cooney,51 W. 10th,
1997,"The Annual exhibition record of the National Academy of Design, 1901-1950",1934,Lentelli,Leo,51 W. 10th,
1998,"Annual exhibition of National Academy of Design 110th
",1935,Lentelli,Leo,51 W. 10th,
1999,"Annual exhibition of National Academy of Design 110th
",1935,Schwarz,Frank H.,51 W. 10th,
2000,"Second Biennial Exhibition Part Two- Watercolors and Pastels, Whitney Museum of American Art
",1936,Holzhauer,Emil,51 W. 10th,
2001,"The Annual exhibition record of the National Academy of Design, 1901-1950",1936,Calder,A. Stirling,51 W. 10th,
2002,"The Annual exhibition record of the National Academy of Design, 1901-1950",1935,Schwarz,Frank H.,51 W. 10th,
2003,"The Annual exhibition record of the National Academy of Design, 1901-1950",1936,Pleissner,Ogden M.,51 W. 10th,
2004,"Who’s Who in American Art 1936-1937
",1937,Calder,Alexander Stirling,51 W. 10th,
2005,"Who’s Who in American Art 1936-1937
",1937,Cimiotti,Gustave,51 W. 10th,
2006,"Who’s Who in American Art 1936-1937
",1937,Grinager,Alexander,51 W. 10th,
2007,"Who’s Who in American Art 1936-1937
",1937,Harting,George W.,51 W. 10th,
2008,"Who’s Who in American Art 1936-1937
",1937,Holzhauer,Emil,51 W. 10th,
2009,"Who’s Who in American Art 1936-1937
",1937,Lentelli,Leo,51 W. 10th,
2010,"Who’s Who in American Art 1936-1937
",1937,Marron,Eugenie,51 W. 10th,
2011,"Who’s Who in American Art 1936-1937
",1937,Thompson,Woodman,51 W. 10th,
2012,"Who’s Who in American Art 1936-1937
",1937,Niswonger,Ilse,51 W. 10th,
2013,"Who’s Who in American Art 1936-1937
",1937,Shwarz,Frank H.,51 W. 10th,
2014,"Who’s Who in American Art 1936-1937
",1937,Stevens,Edward Dalton,51 W. 10th,
2015,"Who’s Who in American Art 1936-1937
",1937,Stevens,William Dodge,51 W. 10th,
2016,"The Annual exhibition record of the National Academy of Design, 1901-1950",1937,Chesno,Jacques R.,51 W. 10th,
2017,"The Annual exhibition record of the National Academy of Design, 1901-1950",1937,Pleissner,Ogden M.,51 W. 10th,
2018,"Annual Exhibition Of Contemporary American Sculpture, Watercolors, Drawings and Prints, Whitney Museum of American Art
",1938,Holzhauer,Emil,51 W. 10th,
2019,"Annual Exhibition Of Contemporary American Sculpture, Watercolors, Drawings and Prints, Whitney Museum of American Art
",1938,Pleissner,Ogden M.,51 W. 10th,
2020,"The Annual exhibition record of the National Academy of Design, 1901-1950",1938,Pleissner,Ogden M.,51 W. 10th,
2021,Who's Who in New York City and State,1938,Calder,Alexander Stirling,51 W. 10th,
2022,The Annual exhibition record of the Pennsylvania Academy of the Fine Arts,1938,Pleissner,Ogden M.,51 W. 10th,
2023,Who's Who in New York City and State,1938,Cimiotti,Gustave,51 W. 10th,
2024,Who's Who in New York City and State,1938,Perrett,Galen J.,51 W. 10th,
2025,"Exhibition of Contemporary Sculpture Watercolor Drawings, Whitney Museum of American Art",1939,Calder,Alexander,51 W. 10th,
2026,Special Exhibition National Academy of Design,1939,Pleissner,Ogden M.,51 West 10th,
